feats,Top,p.value,FDR,logFC,cluster,ranking,hgnc_symbol
ENST00000600659,13,0.000773016235818769,0.563213063459584,0.34935856904442,1,46,RPS28
ENST00000600659,290,0.00989367340398126,0.450151635684048,-0.147438617380215,2,12730,RPS28
ENST00000600659,499,0.0085666604963429,0.227543060636127,-0.151781259938065,4,12612,RPS28
ENST00000601232,164,0.00503398196900712,0.407107944237448,-0.125422864279286,2,12491,BABAM1
ENST00000601438,129,0.00667409678382051,0.676211126177819,-0.139719065852313,1,12778,BBC3
ENST00000602117,236,0.00789470904378459,0.439296589525128,-0.173944396228416,2,12912,MARCHF2
ENST00000602325,55,0.00242810983292193,0.585527649346247,-0.143251069110372,1,12799,""
ENST00000602483,307,0.00837163036578773,0.361670793294602,-0.114251274076187,3,12192,SNHG8
ENST00000602520,242,0.00806830983498791,0.442190055129937,-0.282721373493381,2,13203,SNHG8
ENST00000602522,484,0.00808010688222683,0.221418300783005,-0.131057063871008,4,12373,GFOD2
ENST00000603926,163,0.00501099674395871,0.407107944237448,-0.0804517819454381,2,11506,OBSL1
ENST00000604957,251,0.00626562397358075,0.330282884266916,-0.120169123794426,3,12283,ARMCX5
ENST00000606389,113,0.00235145291231326,0.275993982088591,-0.227355967542042,3,13075,AAK1
ENST00000606853,211,0.00708270312488929,0.439296589525128,-0.0864482537222752,2,11685,MCPH1-DT
ENST00000607730,93,0.000717490693594495,0.102323430851008,-0.114759928644633,4,12127,THAP8
ENST00000607783,301,0.0041274435013522,0.181868050360247,-0.0610133482752996,4,10405,""
ENST00000607957,353,0.00505214214883322,0.189597828068228,-0.102624919723228,4,11900,WASL-DT
ENST00000608178,20,0.00104293401964452,0.563213063459584,-0.195082878591173,1,13061,SCOC-AS1
ENST00000608382,290,0.00748463696027737,0.342306000014341,-0.139755350412523,3,12545,ZBTB25
ENST00000608477,357,0.00988233356035829,0.361891377693218,-0.143419902149382,3,12585,LINC03072
ENST00000609151,532,0.00941474212391647,0.234713768401324,-0.0660074148016928,4,10689,""
ENST00000609744,280,0.00953354068319273,0.449556097545854,-0.0558147414650146,2,10373,""
ENST00000609923,399,0.00596551643296704,0.198297354512386,-0.0931057967066421,4,11657,SLC25A16
ENST00000610401,251,0.00324590687101235,0.170495024109072,-0.0853477854963048,4,11445,SSBP3
ENST00000610455,66,0.0030542186957104,0.589817875373778,-0.110106205495032,1,12465,DEF8
ENST00000610494,152,0.00465499698855728,0.403095486915274,-0.0792611505600554,2,11460,""
ENST00000611132,12,0.000715660421097,0.563213063459584,-0.180820855172076,1,13012,VPS36
ENST00000612814,102,0.00304084782411339,0.384565930609367,-0.145976866357641,2,12716,SLC46A1
ENST00000612848,213,0.00235444690839229,0.146605771577497,-0.0802272080635872,4,11279,""
ENST00000613197,545,0.00988766777307156,0.239008611358441,-0.0818730965504724,4,11335,ZNF229
ENST00000613315,97,0.00188922910549467,0.258317996146142,-0.198628501632027,3,12985,UBAP2L
ENST00000613315,171,0.00191358550418129,0.143154107193914,-0.182738221501465,4,12843,UBAP2L
ENST00000613434,443,0.00709685834708045,0.212374058203106,-0.106152475693518,4,11966,
ENST00000613478,8,1.49793522691134e-05,0.0248338936431564,-0.202007685824658,4,12945,CISD3
ENST00000614462,228,0.00266801115039025,0.155201017050991,-0.0884815081842235,4,11536,RBIS
ENST00000614654,107,0.00314087614629367,0.384565930609367,-0.0794793185366508,2,11473,ZSWIM9
ENST00000615252,133,0.00684615678228138,0.676211126177819,-0.459298109141503,1,13261,GNB1
ENST00000615744,454,0.00732232483107629,0.213738864472024,-0.0684338903831883,4,10796,MCRIP2
ENST00000615916,42,0.000203092212536294,0.0641336194016396,-0.178676107256961,4,12815,ZCCHC17
ENST00000615922,89,0.00271295337495942,0.384565930609367,-0.0954316349059929,2,11926,EOGT
ENST00000616448,46,0.00202975565700579,0.577579617261339,-0.124356418976873,1,12631,PARG
ENST00000616865,240,0.00796060293865975,0.439922819897685,-0.0934065365515911,2,11871,UBXN1
ENST00000617231,25,0.000429804607466642,0.197092927318442,-0.29530542595154,3,13203,RAVER1
ENST00000617677,21,0.000370472629251186,0.233872017648436,-0.219045518116755,2,13080,
ENST00000619707,45,0.0010477074790314,0.298957255300896,-0.149818168869042,2,12756,C9orf72
ENST00000619920,14,0.000227069722186227,0.197092927318442,-0.393299609250165,3,13246,PSMC3
ENST00000621332,444,0.00710955906221664,0.212374058203106,-0.0849251066475879,4,11426,MLLT6
ENST00000621333,69,0.00045883160086397,0.0874767052169189,-0.333312478255694,4,13208,BCL6
ENST00000621663,468,0.00771359092847289,0.218601189069094,-0.0985610933258821,4,11798,ANAPC16
ENST00000622194,64,0.00108783133727675,0.225436047285961,-0.26538861092971,3,13160,NPRL3
ENST00000622599,482,0.00805378242776559,0.221247366188346,-0.0892676575253109,4,11556,GRIPAP1
ENST00000623091,234,0.00282848712195372,0.160183610128075,-0.0892153439179105,4,11554,HEIH
ENST00000627585,174,0.00937451591012897,0.702568924031077,-0.149017297529893,1,12845,TNPO3
ENST00000627920,265,0.00347518710281269,0.173566120129053,-0.0855276705848903,4,11455,
ENST00000628077,71,0.00200575361177646,0.374320044112272,-0.110690410289813,2,12254,DNAJC4
ENST00000629077,28,0.000517285011241824,0.24502682514644,-0.130501788846663,2,12551,GPR87
ENST00000629969,262,0.00662783554252968,0.333799856912592,-0.0759674835847544,3,11177,""
ENST00000630925,124,0.00367538106149512,0.393117572730724,-0.126661669636724,2,12506,SDCBP
ENST00000636835,179,0.00994386912814765,0.702568924031077,-0.0896182419959115,1,12067,KIF16B
ENST00000638187,316,0.00880071162236259,0.361891377693218,-0.289390610990666,3,13197,REST
ENST00000639189,348,0.0096712291084715,0.361891377693218,-0.079615032089194,3,11329,MED17
ENST00000640378,164,0.00373685604580343,0.295243085785801,-0.13108858663596,3,12435,ST3GAL5
ENST00000640553,210,0.00705823245185638,0.439296589525128,-0.104219095870096,2,12134,KIF12
ENST00000642385,173,0.00535905699849835,0.407337234845665,-0.0881652996200154,2,11733,GNE
ENST00000642480,11,3.29989296214697e-05,0.0362328402296218,-0.17448294801689,4,12788,ACTB
ENST00000642502,150,0.00461092974361314,0.403095486915274,-0.0791923470225612,2,11456,ATP10B
ENST00000642502,325,0.00465276355889166,0.188939025402814,-0.0722234204845759,4,10977,ATP10B
ENST00000642510,114,0.0033522027113625,0.384565930609367,-0.0666099969236589,2,10951,LRRC51
ENST00000642557,67,0.00116055456536212,0.226927557786025,-0.126326102554712,3,12377,SMIM1
ENST00000642626,198,0.0021384570972414,0.143154107193914,-0.130202049139572,4,12366,CDK13
ENST00000642791,340,0.00486938749395969,0.189597828068228,-0.0619803933132099,4,10473,TSC2
ENST00000643362,19,5.81970386084105e-05,0.0406245959507025,-0.148478884356148,4,12580,TSC1
ENST00000643932,35,0.000181142616311801,0.0634976741272879,-0.142190601880526,4,12503,TMEM8B
ENST00000644032,173,0.00194435103330076,0.143154107193914,-0.111112062743829,4,12067,MYO1F
ENST00000644357,204,0.00499377663655369,0.314476552035511,-0.0745352992761279,3,11123,DNAJC21
ENST00000645237,362,0.00519824286177103,0.189597828068228,-0.0654704559186977,4,10672,ABCC4
ENST00000645271,38,0.000820808470575543,0.279795705806041,-0.129357579944557,2,12540,""
ENST00000645496,273,0.00695632662967188,0.335212940613195,-0.108452118309809,3,12074,RPL9
ENST00000645862,160,0.00368306010194476,0.295243085785801,-0.0791174622937323,3,11305,MON1A
ENST00000646449,121,0.00636336852481089,0.676211126177819,-0.0748405441520567,1,11660,RPS26
ENST00000646449,418,0.00643590491818927,0.203359647945698,-0.0652609545005934,4,10658,RPS26
ENST00000646743,295,0.00795568226634932,0.357682081012173,-0.161657360239991,3,12755,GRHL2
ENST00000647002,462,0.00744532574727248,0.213738864472024,-0.146001283121744,4,12552,COQ2
ENST00000647317,262,0.00341051118848641,0.17217347022311,-0.083474668369842,4,11373,ASAH2B
ENST00000647744,239,0.00293462972407894,0.162853531508197,-0.0749251836278494,4,11085,LINC01198
ENST00000647748,81,0.00237267851630278,0.384565930609367,-0.135797576961207,2,12616,PPP1R13B
ENST00000647800,41,0.00184894714266845,0.572238461964797,0.360869523500423,1,40,ITM2B
ENST00000648187,390,0.00583191467310569,0.198297354512386,-0.0771512770051964,4,11173,VKORC1L1
ENST00000648694,7,0.000390987013384643,0.563213063459584,-0.187913292460848,1,13036,PEG3
ENST00000649217,78,0.00226799146513136,0.384565930609367,-0.0830981605122929,2,11591,MALT1
ENST00000649764,160,0.00490628841016406,0.403095486915274,-0.103909499224256,2,12125,EIF4A3
ENST00000649850,373,0.00546727859866594,0.194403528295191,-0.0645730388684091,4,10620,CFTR
ENST00000650431,194,0.00650524808633526,0.439296589525128,-0.0833776670474103,2,11596,GNAI1
ENST00000652584,289,0.00748422813767942,0.342306000014341,-0.105001987108323,3,12010,ACADL
ENST00000652585,149,0.00457581644281043,0.403095486915274,-0.0982167417765364,2,11997,SNX25
ENST00000652600,411,0.00627529965217199,0.202220747959604,-0.182716038787586,4,12842,IL13RA1
ENST00000652689,32,0.000655692051584802,0.271763865005288,-0.25444071588432,2,13159,DEK
ENST00000652899,510,0.00881714842342073,0.2292977245879,-0.0756104072937736,4,11108,PPP1R14B-AS1
ENST00000653738,47,0.00106284090208528,0.298957255300896,-0.144363795905916,2,12700,ERCC6L2
ENST00000654227,172,0.00192741931501097,0.143154107193914,-0.0831963311141987,4,11368,""
ENST00000654375,54,0.00242056141495852,0.585527649346247,-0.128792534818033,1,12674,DHRS4-AS1
ENST00000654602,17,0.000310758331160483,0.219796784955403,-0.165051516515392,2,12859,TSNAX-DT
ENST00000654993,179,0.00559615455341613,0.412672210713148,-0.0754947429166161,2,11325,LINC02352
ENST00000655819,320,0.00896879008070241,0.361891377693218,-0.0779559156623131,3,11266,SOX6
ENST00000659290,150,0.00343035293593762,0.295243085785801,-0.107683725341795,3,12064,""
ENST00000660341,208,0.00700962050903731,0.439296589525128,-0.27255681101313,2,13194,EBLN3P
ENST00000661943,260,0.00337428780307601,0.171941860162865,-0.135081649675859,4,12423,TP53TG1
ENST00000661977,283,0.00386766773161972,0.180684427121732,-0.0924301202699502,4,11640,PKD2L2-DT
ENST00000665738,213,0.00714904245731155,0.439296589525128,-0.0926085356738614,2,11848,FGD5-AS1
ENST00000666376,128,0.00118946714714202,0.122984291317132,-0.135848786661077,4,12434,PSMB8-AS1
ENST00000667026,127,0.00658898710406537,0.676211126177819,-0.134543043974203,1,12738,ILRUN-AS1
ENST00000667192,35,0.000738859421817204,0.273072222322439,-0.150422864732334,2,12766,PART1
ENST00000668487,16,0.000861538464853819,0.563213063459584,-0.125359479721883,1,12645,""
ENST00000669176,358,0.00988747702561241,0.361891377693218,-0.0981525232715697,3,11861,LINC02086
ENST00000669440,191,0.00639613981126519,0.439296589525128,-0.132950771389202,2,12585,""
ENST00000671512,294,0.00791631563931295,0.35712276981023,-0.102462745786673,3,11958,LINC02532
ENST00000672341,280,0.00385039414237068,0.180684427121732,-0.0746532509058281,4,11063,AIMP1
ENST00000674581,349,0.00501649452625042,0.189597828068228,-0.0987862493884579,4,11805,NDE1
ENST00000675368,54,0.00156423670835924,0.366817198534974,-0.111134073455323,2,12264,GJB1
ENST00000675534,389,0.00578498929105988,0.197239879093386,-0.144188066249441,4,12528,KIF2A
ENST00000675732,138,0.00130969497627712,0.125036185894563,-0.14945075575083,4,12586,ATRX
ENST00000675836,347,0.00498843830634916,0.189597828068228,-0.14972031918978,4,12587,""
ENST00000675886,65,0.00185938707529653,0.374320044112272,-0.115104482097392,2,12336,GARS1
ENST00000675917,229,0.00763780079548569,0.439296589525128,-0.0717187996392038,2,11194,AARS1
ENST00000675966,43,0.000967324520366394,0.298363374735337,-0.170348425431702,2,12887,CEP104
ENST00000676715,154,0.00786969833487801,0.677764993607059,-0.344066666096344,1,13245,G3BP1
ENST00000676972,34,0.000551041018159685,0.197092927318442,-0.549040661323176,3,13262,NDUFS2
ENST00000677309,135,0.0012610586269996,0.123054851998246,-0.0929380707415745,4,11651,COPB2
ENST00000677699,1,6.58987481433174e-06,0.0690556357098726,-0.279768792610788,2,13199,SETBP1
ENST00000678629,82,0.00375601606138859,0.607512695392645,-0.118449973440618,1,12568,CTSB
ENST00000678629,278,0.00381426372904967,0.180684427121732,-0.103288376840219,4,11914,CTSB
ENST00000678917,52,0.000824087032003076,0.197092927318442,-0.377841835150144,3,13238,WDR26
ENST00000680058,491,0.00837479566423621,0.225847687329721,-0.0867492618773922,4,11491,ALG11
ENST00000680251,242,0.0060133237206162,0.328311010906884,-0.289225285341648,3,13196,ACSL3
ENST00000680344,40,0.00019494979535979,0.0634976741272879,-0.123020478987923,4,12265,IFITM2
ENST00000680433,77,0.00133040257155957,0.229157523462267,-0.124654478770023,3,12354,ERN1
ENST00000681055,435,0.00680519304622737,0.207032768649457,-0.0695267173650625,4,10848,AKT3
ENST00000681058,67,0.00192684612918473,0.374320044112272,-0.132082956899085,2,12576,TOP1
ENST00000681198,59,0.000373503951962906,0.0829252960948658,-0.150094100192408,4,12592,IFITM3
ENST00000681469,159,0.00845603908375851,0.700861988439462,-0.119056772610238,1,12578,SNX9
ENST00000682372,283,0.00963129370406116,0.449556097545854,-0.111062409166276,2,12263,CRELD1
ENST00000682612,60,0.00287855139599968,0.589817875373778,-0.102761422133385,1,12358,LRPPRC
ENST00000682949,337,0.00943822362393209,0.361891377693218,-0.157378699609511,3,12714,UBAP2
ENST00000683139,148,0.00340761207648105,0.295243085785801,-0.196480893365464,3,12977,ANKRD28
ENST00000683345,225,0.00754515754842958,0.439296589525128,-0.0675722567747817,2,10993,TBCEL
ENST00000684151,202,0.00494567780087425,0.314476552035511,-0.251336937543855,3,13136,TMEM181
ENST00000684437,89,0.00417442969836473,0.616402119965939,-0.160504980697641,1,12915,EXT2
ENST00000684689,47,0.00204676483535271,0.577579617261339,-0.131602831417906,1,12707,ZNF41
ENST00000685176,355,0.0098597034624116,0.361891377693218,-0.0562333237560118,3,10190,""
ENST00000685306,457,0.00738974520182838,0.213738864472024,-0.0815009256605247,4,11323,ZNF667-AS1
ENST00000685964,335,0.00479909574784113,0.189459580378439,-0.100832735741052,4,11852,RBM41
ENST00000686263,250,0.00320380574443135,0.169968302353572,-0.0940938414669705,4,11685,""
ENST00000686314,364,0.00520346900526539,0.189597828068228,-0.167158901399949,4,12735,PDIA3
ENST00000686335,295,0.00406114251756032,0.181055969523023,-0.0844886461564085,4,11415,""
ENST00000686474,125,0.00647221110224285,0.676211126177819,-0.162992543720105,1,12931,SNHG6
ENST00000686588,39,0.000610519370356044,0.197092927318442,-0.228143527887156,3,13078,KMT2A
ENST00000687367,297,0.00407546939666535,0.181055969523023,-0.0737343332034647,4,11037,KMT2E-AS1
ENST00000687782,188,0.00617201050935657,0.435422209497852,-0.0616062957786068,2,10704,""
ENST00000687995,83,0.000593631574178275,0.094859464678632,-0.107024764868791,4,11982,GGCX
ENST00000688520,319,0.00458539837942684,0.188939025402814,-0.0691271399384845,4,10824,WDR12
ENST00000688908,181,0.00417059642191674,0.305605637259015,-0.0931533971427971,3,11737,ETFA
ENST00000689480,357,0.0051569371660154,0.189597828068228,-0.0611834726378951,4,10415,FKBP15
ENST00000690129,63,0.00291536347933503,0.589817875373778,-0.115197254863119,1,12527,HDAC4
ENST00000690192,325,0.00921649980557113,0.361891377693218,-0.0896027705240177,3,11640,""
ENST00000690248,84,0.000632535761783052,0.0998728786729597,-0.145346389951304,4,12545,DDX10
ENST00000690482,81,0.00143955177075592,0.23524864494109,-0.101634212641541,3,11941,KMT2E-AS1
ENST00000691617,299,0.00408198002985974,0.181055969523023,-0.14435062410122,4,12531,""
ENST00000692161,89,0.00167704159219549,0.24711572720039,-0.137396219207405,3,12518,MAGT1
ENST00000692507,469,0.00776151234250296,0.219149948027664,-0.0615232467037416,4,10444,MYLK
ENST00000692871,121,0.00357274461801879,0.391605264614594,-0.0718198588643942,2,11197,GHITM
ENST00000695401,260,0.0089275575336561,0.446180202062386,-0.173260798918855,2,12906,RGS3
ENST00000697295,271,0.00362654871082922,0.176878813067436,-0.0988624386671109,4,11809,NBN
ENST00000697702,129,0.00389805047121262,0.400546419923534,-0.104837670835659,2,12146,MAST3
ENST00000697737,217,0.00244949892584823,0.148035109253617,-0.101031013975773,4,11856,RANBP2
ENST00000698270,523,0.00922475722841644,0.233934904628083,-0.0868905538427109,4,11496,TCN2
ENST00000698276,137,0.00706084905789504,0.676211126177819,-0.097800154564146,1,12254,TFRC
ENST00000698276,279,0.00709156984269244,0.335212940613195,-0.0926975378042775,3,11723,TFRC
ENST00000698303,471,0.00779326491710933,0.219452383430193,-0.0978601659152696,4,11779,STN1
ENST00000698772,201,0.00679795184001911,0.439296589525128,-0.166844833825465,2,12875,PRPF40A
ENST00000698800,250,0.00851639186659874,0.446180202062386,-0.0742023925221074,2,11284,HELLS
ENST00000699485,285,0.00735471266756262,0.34226510213994,-0.079134186425215,3,11306,WHRN
ENST00000699485,458,0.00739984831639284,0.213738864472024,-0.0728034515111978,4,11003,WHRN
ENST00000699516,292,0.00774539500259388,0.351267160900493,-0.113038703148378,3,12166,FAM177A1
ENST00000700275,257,0.00331956024519927,0.170880641276446,-0.12951336440437,4,12352,NAA15
ENST00000700527,456,0.00738204392660931,0.213738864472024,-0.142636917173511,4,12511,CHAMP1
ENST00000702347,227,0.00260209085516354,0.152033176264467,-0.114308431067996,4,12118,""
ENST00000702504,62,0.00104001912591397,0.222480220435436,-0.605293675590591,3,13263,""
ENST00000703354,395,0.00593845333184125,0.198297354512386,-0.0747670092499547,4,11075,PPP2CA
ENST00000703498,440,0.00705023715592141,0.211972321313345,-0.0620416379200219,4,10478,FIP1L1
ENST00000704274,365,0.00522233861971037,0.189764046885531,-0.17969405310572,4,12823,SPEN
ENST00000705193,105,0.00212059989462961,0.265725673720389,-0.0664132684272328,3,10752,PELI2
ENST00000705987,152,0.00146989058341025,0.12759928653792,-0.0910116866735764,4,11602,VASP
ENST00000706604,205,0.00499476229791454,0.314476552035511,-0.0780955387312807,3,11273,PVR
ENST00000706713,268,0.00353691985227968,0.175037940301438,-0.0627325735591931,4,10519,GPX4
ENST00000710360,329,0.0047118815881628,0.189459580378439,-0.0747339434534289,4,11072,PIM2
ENST00000710866,387,0.00575912027874393,0.196965004658287,-0.098409092835715,4,11795,MALAT1
